date,node_id,day_of_simulation,time_of_day_min,pH,temperature_C,TDS_mgl,DO_mgl,label
2024-01-11,NODE_07,11,470,7.64,22.55,169,5.93,0
2024-01-11,NODE_07,11,480,8.08,24.21,174,2.06,1
2024-01-11,NODE_07,11,490,8.12,25.36,124,2.93,1
2024-01-11,NODE_07,11,500,7.75,23.91,175,2.3,1
2024-01-11,NODE_07,11,510,7.9,23.08,174,6.21,0
2024-01-11,NODE_07,11,520,7.89,23.66,131,2.65,1
2024-01-11,NODE_07,11,530,7.96,27.47,173,5.43,0
2024-01-11,NODE_07,11,540,7.83,25.0,185,2.81,1
2024-01-11,NODE_07,11,550,8.62,20.51,178,1.62,1
2024-01-11,NODE_07,11,560,7.94,23.93,175,5.83,0
2024-01-11,NODE_07,11,570,7.04,25.15,156,6.28,0
2024-01-11,NODE_07,11,580,7.85,26.94,136,1.94,1
2024-01-11,NODE_07,11,590,7.09,22.38,131,7.0,0
2024-01-11,NODE_07,11,600,8.07,25.55,125,2.34,1
2024-01-11,NODE_07,11,610,8.13,23.19,177,5.49,0
2024-01-11,NODE_07,11,620,7.31,23.53,134,6.02,0
2024-01-11,NODE_07,11,630,7.57,24.38,187,2.78,1
2024-01-11,NODE_07,11,640,7.85,23.87,176,2.5,1
2024-01-11,NODE_07,11,650,8.07,23.09,172,1.5,1
2024-01-11,NODE_07,11,660,7.61,22.44,178,1.55,1
2024-01-11,NODE_07,11,670,7.7,24.84,178,2.54,1
2024-01-11,NODE_07,11,680,8.0,23.45,179,2.55,1
2024-01-11,NODE_07,11,690,7.8,23.93,183,2.34,1
2024-01-11,NODE_07,11,700,7.95,24.64,183,1.42,1
2024-01-11,NODE_07,11,710,8.1,21.51,176,1.95,1
2024-01-11,NODE_07,11,720,8.14,23.86,133,2.65,1
2024-01-11,NODE_07,11,730,7.66,22.73,131,6.99,0
2024-01-11,NODE_07,11,740,7.75,26.04,190,2.65,1
2024-01-11,NODE_07,11,750,7.94,27.3,185,2.3,1
2024-01-11,NODE_07,11,760,8.2,24.04,119,2.16,1
2024-01-11,NODE_07,11,770,7.76,23.96,146,6.04,0
2024-01-11,NODE_07,11,780,7.73,25.67,185,5.49,0
2024-01-11,NODE_07,11,790,7.6,23.45,136,3.08,1
2024-01-11,NODE_07,11,800,7.58,22.96,120,2.84,1
2024-01-11,NODE_07,11,810,7.37,24.1,134,6.04,0
2024-01-11,NODE_07,11,820,8.22,21.32,189,2.14,1
2024-01-11,NODE_07,11,830,7.83,25.6,124,6.14,0
2024-01-11,NODE_07,11,840,7.7,24.21,150,6.69,0
2024-01-11,NODE_07,11,850,8.04,25.25,182,5.73,0
2024-01-11,NODE_07,11,860,7.91,23.33,188,1.97,1
2024-01-11,NODE_07,11,870,8.36,25.3,184,1.89,1
2024-01-11,NODE_07,11,880,7.55,25.23,131,2.85,1
2024-01-11,NODE_07,11,890,7.94,24.83,127,2.68,1
2024-01-11,NODE_07,11,900,8.24,27.5,180,5.36,0
2024-01-11,NODE_07,11,910,7.97,24.8,184,4.87,0
2024-01-11,NODE_07,11,920,8.09,24.31,112,2.5,1
2024-01-11,NODE_07,11,930,7.94,25.1,165,6.21,0
2024-01-11,NODE_07,11,940,7.99,25.52,175,1.79,1
2024-01-11,NODE_07,11,950,7.42,24.48,186,6.06,0
2024-01-11,NODE_07,11,960,7.88,22.51,175,2.37,1
2024-01-11,NODE_07,11,970,7.74,23.72,177,5.87,0
2024-01-11,NODE_07,11,980,7.96,24.26,171,2.03,1
2024-01-11,NODE_07,11,990,7.84,24.05,183,1.81,1
2024-01-11,NODE_07,11,1000,7.41,23.42,122,2.33,1
2024-01-11,NODE_07,11,1010,7.38,23.28,138,6.65,0
2024-01-11,NODE_07,11,1020,8.29,21.67,184,1.79,1
2024-01-11,NODE_07,11,1030,7.59,22.31,181,2.13,1
2024-01-11,NODE_07,11,1040,7.65,21.84,185,6.38,0
2024-01-11,NODE_07,11,1050,8.19,20.51,173,3.06,1
2024-01-11,NODE_07,11,1060,8.14,25.18,180,2.72,1
2024-01-11,NODE_07,11,1070,7.74,26.6,174,5.91,0
2024-01-11,NODE_07,11,1080,8.01,24.98,171,2.53,1
2024-01-11,NODE_07,11,1090,7.84,24.82,135,2.46,1
2024-01-11,NODE_07,11,1100,7.77,23.52,167,1.51,1
2024-01-11,NODE_07,11,1110,7.84,24.69,178,2.25,1
2024-01-11,NODE_07,11,1120,7.47,23.14,178,2.12,1
2024-01-11,NODE_07,11,1130,7.72,21.47,181,1.82,1
2024-01-11,NODE_07,11,1140,7.86,23.24,182,3.14,1
2024-01-11,NODE_07,11,1150,8.05,25.0,129,2.57,1
2024-01-11,NODE_07,11,1160,8.09,22.79,177,1.88,1
2024-01-11,NODE_07,11,1170,7.89,25.66,166,4.92,0
2024-01-11,NODE_07,11,1180,7.42,22.38,175,5.83,0
2024-01-11,NODE_07,11,1190,7.48,25.42,179,4.53,0
2024-01-11,NODE_07,11,1200,7.99,23.63,180,2.88,1
2024-01-11,NODE_07,11,1210,7.49,24.13,187,2.09,1
2024-01-11,NODE_07,11,1220,8.04,22.71,185,2.36,1
2024-01-11,NODE_07,11,1230,7.74,24.04,175,1.86,1
2024-01-11,NODE_07,11,1240,8.01,23.46,141,2.87,1
2024-01-11,NODE_07,11,1250,7.84,23.07,181,1.78,1
2024-01-11,NODE_07,11,1260,8.14,26.1,177,2.56,1
2024-01-11,NODE_07,11,1270,7.81,25.3,146,6.91,0
2024-01-11,NODE_07,11,1280,7.88,23.74,130,2.53,1
2024-01-11,NODE_07,11,1290,7.77,23.39,188,1.58,1
2024-01-11,NODE_07,11,1300,7.96,22.76,175,1.93,1
2024-01-11,NODE_07,11,1310,7.44,24.07,147,6.48,0
2024-01-11,NODE_07,11,1320,7.96,24.29,132,2.06,1
2024-01-11,NODE_07,11,1330,7.84,23.33,125,7.36,0
2024-01-11,NODE_07,11,1340,8.03,26.77,179,4.16,0
2024-01-11,NODE_07,11,1350,8.01,23.33,136,3.18,1
2024-01-11,NODE_07,11,1360,8.19,23.4,186,2.42,1
2024-01-11,NODE_07,11,1370,7.79,22.75,176,2.29,1
2024-01-11,NODE_07,11,1380,7.93,23.7,183,2.15,1
2024-01-11,NODE_07,11,1390,8.09,26.71,176,2.36,1
2024-01-11,NODE_07,11,1400,7.92,22.37,176,2.15,1
2024-01-11,NODE_07,11,1410,7.79,25.32,129,2.28,1
2024-01-11,NODE_07,11,1420,7.15,23.1,135,6.9,0
2024-01-11,NODE_07,11,1430,8.05,23.18,177,1.44,1
2024-01-12,NODE_07,12,0,7.87,24.43,180,2.14,1
2024-01-12,NODE_07,12,10,7.57,26.44,184,5.97,0
2024-01-12,NODE_07,12,20,8.15,26.42,181,1.41,1
2024-01-12,NODE_07,12,30,7.85,23.37,176,6.67,0
2024-01-12,NODE_07,12,40,7.92,25.19,178,2.2,1
2024-01-12,NODE_07,12,50,8.2,24.46,130,2.65,1
2024-01-12,NODE_07,12,60,7.79,23.09,172,4.6,0
2024-01-12,NODE_07,12,70,8.08,22.53,181,1.53,1
2024-01-12,NODE_07,12,80,7.97,23.14,128,2.51,1
2024-01-12,NODE_07,12,90,8.05,25.42,124,2.07,1
2024-01-12,NODE_07,12,100,7.91,26.22,179,2.21,1
2024-01-12,NODE_07,12,110,7.44,24.7,183,2.42,1
2024-01-12,NODE_07,12,120,8.16,24.42,135,2.32,1
2024-01-12,NODE_07,12,130,7.95,23.83,179,2.61,1
2024-01-12,NODE_07,12,140,7.71,23.33,183,4.87,0
2024-01-12,NODE_07,12,150,8.26,24.05,128,2.24,1
2024-01-12,NODE_07,12,160,7.72,21.17,181,2.06,1
2024-01-12,NODE_07,12,170,7.97,23.84,179,2.63,1
2024-01-12,NODE_07,12,180,8.24,22.24,186,2.68,1
2024-01-12,NODE_07,12,190,8.0,23.23,110,2.37,1
2024-01-12,NODE_07,12,200,7.91,23.5,178,2.47,1
2024-01-12,NODE_07,12,210,7.8,24.28,182,2.03,1
2024-01-12,NODE_07,12,220,7.61,21.83,141,6.71,0
2024-01-12,NODE_07,12,230,8.05,23.97,176,1.9,1
2024-01-12,NODE_07,12,240,7.87,22.31,181,1.81,1
2024-01-12,NODE_07,12,250,7.98,24.77,131,2.48,1
2024-01-12,NODE_07,12,260,7.62,24.45,138,2.42,1
2024-01-12,NODE_07,12,270,7.71,23.19,134,2.68,1
2024-01-12,NODE_07,12,280,7.7,24.59,130,6.74,0
2024-01-12,NODE_07,12,290,7.29,22.62,179,6.66,0
2024-01-12,NODE_07,12,300,7.75,26.18,136,1.63,1
2024-01-12,NODE_07,12,310,8.11,23.91,142,3.22,1
2024-01-12,NODE_07,12,320,7.83,23.9,176,2.16,1
2024-01-12,NODE_07,12,330,7.57,23.26,146,2.79,1
2024-01-12,NODE_07,12,340,7.65,25.29,188,2.51,1
2024-01-12,NODE_07,12,350,7.98,23.16,134,2.32,1
2024-01-12,NODE_07,12,360,7.95,25.04,122,2.74,1
2024-01-12,NODE_07,12,370,7.69,22.94,148,6.96,0
2024-01-12,NODE_07,12,380,7.96,24.5,174,5.76,0
2024-01-12,NODE_07,12,390,8.09,22.73,178,2.32,1
2024-01-12,NODE_07,12,400,7.52,22.18,174,6.3,0
2024-01-12,NODE_07,12,410,7.19,24.43,148,2.47,1
2024-01-12,NODE_07,12,420,8.02,24.57,180,2.47,1
2024-01-12,NODE_07,12,430,7.93,25.11,178,1.8,1
2024-01-12,NODE_07,12,440,8.0,25.45,175,5.75,0
2024-01-12,NODE_07,12,450,7.57,22.91,186,2.22,1
2024-01-12,NODE_07,12,460,8.01,24.58,133,2.13,1
2024-01-12,NODE_07,12,470,7.87,23.26,190,1.93,1
2024-01-12,NODE_07,12,480,8.0,25.1,173,5.85,0
2024-01-12,NODE_07,12,490,7.97,24.29,123,2.27,1
2024-01-12,NODE_07,12,500,7.99,23.01,181,4.84,0
2024-01-12,NODE_07,12,510,7.9,23.97,174,2.54,1
2024-01-12,NODE_07,12,520,7.95,26.59,189,6.62,0
2024-01-12,NODE_07,12,530,7.92,21.35,177,6.47,0
2024-01-12,NODE_07,12,540,7.85,23.29,169,2.78,1
2024-01-12,NODE_07,12,550,8.08,25.3,175,4.41,0
2024-01-12,NODE_07,12,560,7.75,25.23,183,6.21,0
2024-01-12,NODE_07,12,570,7.29,20.51,175,2.38,1
2024-01-12,NODE_07,12,580,8.0,24.36,182,2.84,1
2024-01-12,NODE_07,12,590,7.32,24.94,143,6.88,0
2024-01-12,NODE_07,12,600,7.62,23.08,183,2.42,1
2024-01-12,NODE_07,12,610,8.0,23.18,152,2.32,1
2024-01-12,NODE_07,12,620,7.7,23.18,178,6.94,0
2024-01-12,NODE_07,12,630,7.76,23.9,182,1.76,1
2024-01-12,NODE_07,12,640,7.52,22.65,181,1.83,1
2024-01-12,NODE_07,12,650,8.02,24.58,167,2.21,1
2024-01-12,NODE_07,12,660,7.13,24.41,183,2.13,1
2024-01-12,NODE_07,12,670,7.95,22.19,171,6.1,0
2024-01-12,NODE_07,12,680,7.95,24.21,169,6.15,0
2024-01-12,NODE_07,12,690,8.06,23.73,179,5.23,0
2024-01-12,NODE_07,12,700,8.12,22.16,176,1.78,1
2024-01-12,NODE_07,12,710,8.1,23.6,186,1.92,1
2024-01-12,NODE_07,12,720,7.95,25.94,181,2.11,1
2024-01-12,NODE_07,12,730,7.96,25.52,130,2.29,1
2024-01-12,NODE_07,12,740,8.14,25.41,178,1.95,1
2024-01-12,NODE_07,12,750,7.86,26.39,183,5.64,0
2024-01-12,NODE_07,12,760,7.57,21.67,142,6.69,0
2024-01-12,NODE_07,12,770,8.17,23.74,131,3.37,1
2024-01-12,NODE_07,12,780,7.96,25.71,175,3.04,1
2024-01-12,NODE_07,12,790,7.6,23.81,147,2.93,1
2024-01-12,NODE_07,12,800,8.23,24.44,176,1.87,1
2024-01-12,NODE_07,12,810,8.06,25.75,153,2.22,1
2024-01-12,NODE_07,12,820,8.07,24.58,185,2.16,1
2024-01-12,NODE_07,12,830,8.07,24.38,168,4.46,0
2024-01-12,NODE_07,12,840,7.44,23.31,175,1.97,1
2024-01-12,NODE_07,12,850,7.91,23.14,175,2.51,1
2024-01-12,NODE_07,12,860,7.92,23.4,179,1.85,1
2024-01-12,NODE_07,12,870,8.05,22.95,127,2.22,1
2024-01-12,NODE_07,12,880,8.07,26.17,117,6.96,0
2024-01-12,NODE_07,12,890,8.11,22.46,184,2.52,1
2024-01-12,NODE_07,12,900,7.74,25.28,182,2.16,1
2024-01-12,NODE_07,12,910,7.46,21.4,181,2.14,1
2024-01-12,NODE_07,12,920,8.06,25.82,181,6.16,0
2024-01-12,NODE_07,12,930,7.97,24.09,181,4.86,0
2024-01-12,NODE_07,12,940,7.96,23.08,120,1.8,1
2024-01-12,NODE_07,12,950,8.23,25.07,175,2.16,1
2024-01-12,NODE_07,12,960,8.0,25.22,134,2.67,1
2024-01-12,NODE_07,12,970,7.78,23.3,176,5.67,0
2024-01-12,NODE_07,12,980,7.85,25.04,175,6.03,0
2024-01-12,NODE_07,12,990,7.89,23.97,178,1.91,1
2024-01-12,NODE_07,12,1000,7.46,23.64,185,2.46,1
2024-01-12,NODE_07,12,1010,7.91,25.58,180,2.8,1
2024-01-12,NODE_07,12,1020,7.95,25.99,172,5.49,0
2024-01-12,NODE_07,12,1030,7.99,22.8,185,1.81,1
2024-01-12,NODE_07,12,1040,7.32,24.91,142,6.94,0
2024-01-12,NODE_07,12,1050,7.71,22.67,176,2.63,1
2024-01-12,NODE_07,12,1060,7.79,26.31,127,2.84,1
2024-01-12,NODE_07,12,1070,7.67,23.98,183,1.41,1
2024-01-12,NODE_07,12,1080,7.85,25.85,173,2.45,1
2024-01-12,NODE_07,12,1090,7.65,24.42,150,5.8,0
2024-01-12,NODE_07,12,1100,8.17,23.62,132,2.05,1
2024-01-12,NODE_07,12,1110,7.73,21.7,185,7.12,0
2024-01-12,NODE_07,12,1120,7.97,25.03,142,2.51,1
2024-01-12,NODE_07,12,1130,7.91,26.06,131,1.71,1
2024-01-12,NODE_07,12,1140,7.97,25.57,174,5.0,0
2024-01-12,NODE_07,12,1150,7.99,24.38,126,2.47,1
2024-01-12,NODE_07,12,1160,7.98,23.25,132,1.92,1
2024-01-12,NODE_07,12,1170,7.76,24.78,134,6.78,0
2024-01-12,NODE_07,12,1180,7.02,23.47,186,5.81,0
2024-01-12,NODE_07,12,1190,8.01,23.05,184,1.81,1
2024-01-12,NODE_07,12,1200,7.9,24.94,186,2.19,1
2024-01-12,NODE_07,12,1210,7.67,22.76,176,2.82,1
2024-01-12,NODE_07,12,1220,7.88,25.87,182,5.84,0
2024-01-12,NODE_07,12,1230,7.16,25.36,135,6.0,0
2024-01-12,NODE_07,12,1240,7.99,24.26,181,2.07,1
2024-01-12,NODE_07,12,1250,7.87,26.67,184,5.92,0
2024-01-12,NODE_07,12,1260,7.55,22.16,176,2.34,1
2024-01-12,NODE_07,12,1270,7.86,25.48,181,1.75,1
2024-01-12,NODE_07,12,1280,7.91,25.18,172,5.97,0
2024-01-12,NODE_07,12,1290,8.06,22.78,120,6.07,0
2024-01-12,NODE_07,12,1300,7.79,23.55,126,2.52,1
2024-01-12,NODE_07,12,1310,7.98,27.5,181,4.93,0
2024-01-12,NODE_07,12,1320,7.98,24.56,183,2.52,1
2024-01-12,NODE_07,12,1330,8.1,23.76,123,2.59,1
2024-01-12,NODE_07,12,1340,7.59,23.65,176,2.51,1
2024-01-12,NODE_07,12,1350,7.79,25.04,167,2.6,1
2024-01-12,NODE_07,12,1360,7.91,25.39,147,2.01,1
2024-01-12,NODE_07,12,1370,7.99,25.82,182,2.14,1
2024-01-12,NODE_07,12,1380,7.78,23.7,180,2.65,1
2024-01-12,NODE_07,12,1390,7.91,23.74,177,2.66,1
2024-01-12,NODE_07,12,1400,8.06,24.66,170,2.43,1
2024-01-12,NODE_07,12,1410,7.87,24.27,177,6.39,0
2024-01-12,NODE_07,12,1420,7.99,25.0,135,2.15,1
2024-01-12,NODE_07,12,1430,8.24,26.67,175,3.17,1
2024-01-13,NODE_07,13,0,8.02,24.47,181,1.65,1
2024-01-13,NODE_07,13,10,7.92,24.49,126,2.89,1
2024-01-13,NODE_07,13,20,7.93,26.0,190,1.41,1
2024-01-13,NODE_07,13,30,7.97,23.96,180,5.69,0
2024-01-13,NODE_07,13,40,7.95,24.34,176,1.82,1
2024-01-13,NODE_07,13,50,7.83,23.55,123,2.85,1
2024-01-13,NODE_07,13,60,7.73,23.7,183,2.55,1
2024-01-13,NODE_07,13,70,7.8,25.3,181,4.49,0
2024-01-13,NODE_07,13,80,8.08,26.52,133,2.32,1
2024-01-13,NODE_07,13,90,8.04,22.81,178,2.46,1
2024-01-13,NODE_07,13,100,7.41,25.9,174,6.83,0
2024-01-13,NODE_07,13,110,7.93,25.1,183,2.03,1
2024-01-13,NODE_07,13,120,7.89,25.23,134,2.53,1
2024-01-13,NODE_07,13,130,7.98,26.7,184,1.5,1
2024-01-13,NODE_07,13,140,7.77,26.84,183,4.18,0
2024-01-13,NODE_07,13,150,7.75,23.38,187,2.45,1
2024-01-13,NODE_07,13,160,7.84,23.31,176,6.18,0
2024-01-13,NODE_07,13,170,8.2,23.37,127,2.87,1
2024-01-13,NODE_07,13,180,8.0,22.26,170,1.97,1
2024-01-13,NODE_07,13,190,7.98,23.59,127,2.03,1
2024-01-13,NODE_07,13,200,7.02,25.14,172,6.44,0
2024-01-13,NODE_07,13,210,8.01,25.48,173,2.43,1
2024-01-13,NODE_07,13,220,7.88,27.5,163,6.39,0
2024-01-13,NODE_07,13,230,7.72,22.77,179,1.93,1
2024-01-13,NODE_07,13,240,7.72,26.63,181,5.89,0
2024-01-13,NODE_07,13,250,8.23,24.58,178,2.04,1
2024-01-13,NODE_07,13,260,7.89,23.47,175,1.72,1
2024-01-13,NODE_07,13,270,7.57,25.26,175,2.69,1
2024-01-13,NODE_07,13,280,7.45,21.69,188,2.28,1
2024-01-13,NODE_07,13,290,7.92,24.68,173,5.1,0
2024-01-13,NODE_07,13,300,7.71,23.72,183,2.05,1
2024-01-13,NODE_07,13,310,7.93,24.35,181,2.42,1
2024-01-13,NODE_07,13,320,8.24,22.78,179,1.96,1
2024-01-13,NODE_07,13,330,8.11,24.87,169,2.35,1
2024-01-13,NODE_07,13,340,8.5,22.66,176,2.03,1
2024-01-13,NODE_07,13,350,7.6,26.64,187,1.62,1
2024-01-13,NODE_07,13,360,7.79,25.4,172,5.09,0
2024-01-13,NODE_07,13,370,7.65,23.65,186,2.13,1
2024-01-13,NODE_07,13,380,7.26,23.19,128,6.98,0
2024-01-13,NODE_07,13,390,8.1,24.48,130,2.82,1
2024-01-13,NODE_07,13,400,7.45,24.97,132,6.47,0
2024-01-13,NODE_07,13,410,7.73,24.19,136,6.63,0
2024-01-13,NODE_07,13,420,7.52,25.04,151,6.76,0
2024-01-13,NODE_07,13,430,8.11,25.34,130,5.79,0
2024-01-13,NODE_07,13,440,8.01,24.56,123,2.27,1
2024-01-13,NODE_07,13,450,7.96,22.99,176,2.0,1
2024-01-13,NODE_07,13,460,8.0,25.02,135,2.69,1
2024-01-13,NODE_07,13,470,7.59,23.4,128,7.09,0
2024-01-13,NODE_07,13,480,7.2,24.54,174,7.24,0
2024-01-13,NODE_07,13,490,7.94,25.24,178,5.39,0
2024-01-13,NODE_07,13,500,7.96,24.81,173,1.62,1
2024-01-13,NODE_07,13,510,7.78,23.14,178,2.73,1
2024-01-13,NODE_07,13,520,8.17,23.89,127,2.8,1
2024-01-13,NODE_07,13,530,7.75,24.51,173,5.49,0
2024-01-13,NODE_07,13,540,8.25,24.13,121,2.91,1
2024-01-13,NODE_07,13,550,7.98,25.26,174,6.87,0
2024-01-13,NODE_07,13,560,7.79,24.95,136,2.1,1
2024-01-13,NODE_07,13,570,8.07,24.44,171,2.92,1
2024-01-13,NODE_07,13,580,7.91,24.21,150,2.15,1
2024-01-13,NODE_07,13,590,8.07,25.64,184,5.97,0
2024-01-13,NODE_07,13,600,8.12,24.98,176,2.25,1
2024-01-13,NODE_07,13,610,7.82,26.2,176,5.28,0
2024-01-13,NODE_07,13,620,7.84,24.96,179,5.71,0
2024-01-13,NODE_07,13,630,7.62,23.81,173,2.53,1
2024-01-13,NODE_07,13,640,8.24,24.63,176,2.15,1
2024-01-13,NODE_07,13,650,7.87,23.31,185,1.94,1
2024-01-13,NODE_07,13,660,7.9,23.48,170,2.19,1
2024-01-13,NODE_07,13,670,7.66,26.37,133,6.55,0
2024-01-13,NODE_07,13,680,7.96,25.08,123,3.1,1
2024-01-13,NODE_07,13,690,7.91,23.46,181,2.05,1
2024-01-13,NODE_07,13,700,8.03,26.12,175,5.14,0
2024-01-13,NODE_07,13,710,8.04,25.8,173,2.14,1
2024-01-13,NODE_07,13,720,7.49,21.78,145,2.72,1
2024-01-13,NODE_07,13,730,7.69,25.07,145,2.71,1
2024-01-13,NODE_07,13,740,7.94,24.47,123,2.6,1
2024-01-13,NODE_07,13,750,8.07,23.58,180,2.37,1
2024-01-13,NODE_07,13,760,7.88,24.34,178,5.56,0
2024-01-13,NODE_07,13,770,8.06,22.05,184,2.36,1
2024-01-13,NODE_07,13,780,7.98,24.31,143,1.99,1
2024-01-13,NODE_07,13,790,8.12,24.58,171,2.15,1
2024-01-13,NODE_07,13,800,8.04,24.44,126,2.21,1
2024-01-13,NODE_07,13,810,7.02,23.65,166,6.85,0
2024-01-13,NODE_07,13,820,8.1,25.28,145,2.28,1
2024-01-13,NODE_07,13,830,7.62,25.07,183,2.29,1
2024-01-13,NODE_07,13,840,7.85,26.15,177,5.82,0
2024-01-13,NODE_07,13,850,8.15,24.06,185,2.06,1
2024-01-13,NODE_07,13,860,7.2,23.69,120,6.03,0
2024-01-13,NODE_07,13,870,7.77,22.83,185,1.15,1
2024-01-13,NODE_07,13,880,8.01,24.66,133,2.29,1
2024-01-13,NODE_07,13,890,8.12,23.68,183,2.28,1
2024-01-13,NODE_07,13,900,7.31,24.8,179,2.76,1
2024-01-13,NODE_07,13,910,7.64,23.22,180,2.15,1
2024-01-13,NODE_07,13,920,8.04,24.42,176,5.7,0
2024-01-13,NODE_07,13,930,7.94,23.42,149,2.6,1
2024-01-13,NODE_07,13,940,8.04,26.92,184,4.66,0
2024-01-13,NODE_07,13,950,7.96,25.66,178,5.98,0
2024-01-13,NODE_07,13,960,7.7,25.45,176,5.58,0
2024-01-13,NODE_07,13,970,7.41,24.67,181,6.48,0
2024-01-13,NODE_07,13,980,7.5,23.76,181,2.48,1
2024-01-13,NODE_07,13,990,7.59,20.98,150,6.77,0
2024-01-13,NODE_07,13,1000,7.88,23.93,170,6.76,0
2024-01-13,NODE_07,13,1010,7.78,25.45,182,1.78,1
2024-01-13,NODE_07,13,1020,7.82,24.99,177,5.7,0
2024-01-13,NODE_07,13,1030,8.19,22.95,181,2.48,1
2024-01-13,NODE_07,13,1040,7.92,23.19,176,2.12,1
2024-01-13,NODE_07,13,1050,7.41,25.52,184,2.66,1
2024-01-13,NODE_07,13,1060,8.05,24.81,133,2.22,1
2024-01-13,NODE_07,13,1070,7.8,24.3,177,5.07,0
2024-01-13,NODE_07,13,1080,8.47,22.25,176,2.22,1
2024-01-13,NODE_07,13,1090,7.78,23.78,137,3.25,1
2024-01-13,NODE_07,13,1100,7.58,22.72,128,6.33,0
2024-01-13,NODE_07,13,1110,8.0,25.61,175,2.69,1
2024-01-13,NODE_07,13,1120,7.78,21.32,178,1.82,1
2024-01-13,NODE_07,13,1130,7.64,23.23,183,1.69,1
2024-01-13,NODE_07,13,1140,7.96,23.21,148,2.39,1
2024-01-13,NODE_07,13,1150,8.18,23.64,176,2.2,1
2024-01-13,NODE_07,13,1160,7.84,21.45,177,2.11,1
2024-01-13,NODE_07,13,1170,7.41,22.67,184,2.16,1
2024-01-13,NODE_07,13,1180,7.79,24.1,123,2.23,1
2024-01-13,NODE_07,13,1190,7.97,23.95,182,1.91,1
2024-01-13,NODE_07,13,1200,7.26,23.67,132,2.63,1
2024-01-13,NODE_07,13,1210,8.05,21.96,190,2.06,1
2024-01-13,NODE_07,13,1220,7.96,23.88,135,2.49,1
2024-01-13,NODE_07,13,1230,7.83,24.48,117,2.33,1
2024-01-13,NODE_07,13,1240,8.3,26.36,149,2.03,1
2024-01-13,NODE_07,13,1250,7.31,22.96,131,2.32,1
2024-01-13,NODE_07,13,1260,7.6,23.74,180,6.14,0
2024-01-13,NODE_07,13,1270,8.03,22.63,188,2.07,1
2024-01-13,NODE_07,13,1280,7.42,24.01,179,2.07,1
2024-01-13,NODE_07,13,1290,8.01,26.11,129,2.41,1
2024-01-13,NODE_07,13,1300,7.98,24.43,170,1.16,1
2024-01-13,NODE_07,13,1310,7.77,25.52,180,6.32,0
2024-01-13,NODE_07,13,1320,7.72,24.87,136,2.21,1
2024-01-13,NODE_07,13,1330,8.1,26.21,176,2.38,1
2024-01-13,NODE_07,13,1340,8.18,23.8,120,2.56,1
2024-01-13,NODE_07,13,1350,7.74,21.79,173,2.73,1
2024-01-13,NODE_07,13,1360,8.08,22.63,169,3.0,1
2024-01-13,NODE_07,13,1370,8.57,23.96,176,2.57,1
2024-01-13,NODE_07,13,1380,7.78,23.77,176,3.45,1
2024-01-13,NODE_07,13,1390,7.55,20.62,177,2.38,1
2024-01-13,NODE_07,13,1400,7.93,22.85,170,5.81,0
2024-01-13,NODE_07,13,1410,7.76,24.16,181,6.81,0
2024-01-13,NODE_07,13,1420,7.89,22.39,185,2.03,1
2024-01-13,NODE_07,13,1430,7.79,24.39,187,1.88,1
2024-01-14,NODE_07,14,0,7.42,24.5,128,6.31,0
2024-01-14,NODE_07,14,10,7.98,25.31,174,2.75,1
2024-01-14,NODE_07,14,20,8.13,22.04,190,2.19,1
2024-01-14,NODE_07,14,30,8.07,23.0,188,2.1,1
2024-01-14,NODE_07,14,40,7.55,23.83,185,2.85,1
2024-01-14,NODE_07,14,50,7.83,22.06,160,4.8,0
2024-01-14,NODE_07,14,60,7.83,24.07,189,6.11,0
2024-01-14,NODE_07,14,70,8.26,24.44,176,2.04,1
2024-01-14,NODE_07,14,80,7.82,25.37,163,2.7,1
2024-01-14,NODE_07,14,90,8.07,24.72,175,2.2,1
2024-01-14,NODE_07,14,100,8.05,24.35,181,2.13,1
2024-01-14,NODE_07,14,110,8.0,24.95,176,2.17,1
2024-01-14,NODE_07,14,120,7.78,25.76,183,5.37,0
2024-01-14,NODE_07,14,130,7.93,22.46,181,2.31,1
2024-01-14,NODE_07,14,140,7.74,25.23,138,6.66,0
2024-01-14,NODE_07,14,150,7.84,23.44,180,2.18,1
2024-01-14,NODE_07,14,160,7.4,25.32,185,5.48,0
2024-01-14,NODE_07,14,170,8.05,23.33,184,2.26,1
2024-01-14,NODE_07,14,180,7.95,26.71,174,5.85,0
2024-01-14,NODE_07,14,190,7.9,22.88,182,1.89,1
2024-01-14,NODE_07,14,200,7.94,25.44,179,1.68,1
2024-01-14,NODE_07,14,210,7.78,21.64,168,2.49,1
2024-01-14,NODE_07,14,220,7.7,25.42,188,2.53,1
2024-01-14,NODE_07,14,230,8.11,25.68,178,5.09,0
2024-01-14,NODE_07,14,240,7.87,26.32,170,5.61,0
2024-01-14,NODE_07,14,250,7.97,24.49,175,2.32,1
2024-01-14,NODE_07,14,260,8.15,24.57,147,2.81,1
2024-01-14,NODE_07,14,270,8.24,23.19,168,2.27,1
2024-01-14,NODE_07,14,280,7.68,24.17,123,2.76,1
2024-01-14,NODE_07,14,290,7.77,22.89,183,4.11,0
2024-01-14,NODE_07,14,300,7.66,21.42,130,5.91,0
2024-01-14,NODE_07,14,310,7.7,24.34,184,4.85,0
2024-01-14,NODE_07,14,320,8.23,23.22,151,1.88,1
